	gall_1	non_1	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN26161_c1_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN51267_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN2557_c0_g1	7	3	gall	non	1.8015083907841	0.865962196106355	0.19127579067609102	0.27923402580816603
TRINITY_DN59485_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN37331_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN23140_c1_g2	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN13532_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN16128_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN17658_c0_g1	0	11	gall	non	-6.19822266274449	0.8805928161360429	0.0140786749482402	0.0656007660212769
TRINITY_DN28420_c0_g1	11	5	gall	non	1.73742814119498	1.39442400551557	0.146764610526278	0.231195160807732
TRINITY_DN21463_c0_g1	5	12	gall	non	-0.622858572692668	1.39769371092561	0.580435588657284	0.6829525759523261
TRINITY_DN25513_c2_g5	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN25417_c1_g11	2	9	gall	non	-1.4946866818281799	0.9031561637089252	0.44257871064467796	0.539395711023748
TRINITY_DN69474_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN25594_c5_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN24230_c0_g1	21	0	gall	non	7.7483336398719205	1.7916824742302702	7.446065301992701e-05	0.00117850939973849
TRINITY_DN26148_c1_g4	16	13	gall	non	0.9219066454726529	2.10716804316103	0.298081079919183	0.386466222148431
TRINITY_DN50900_c0_g1	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN26950_c0_g1	1	13	gall	non	-2.9518764528407297	1.1441022108244598	0.0729734211235395	0.154727494458257
TRINITY_DN72969_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN25499_c1_g1	31	0	gall	non	8.30804652984826	2.31161399716027	4.27844093612288e-06	0.000108486113593221
TRINITY_DN19086_c0_g1	4	19	gall	non	-1.59416813339711	1.7302519155849099	0.11958231869244099	0.19343536589833396
TRINITY_DN16466_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN37684_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25223_c0_g3	26	0	gall	non	8.05516505891144	2.07330119893846	1.79858836513575e-05	0.000364033827156089
TRINITY_DN26885_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN17210_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN4426_c0_g1	30	0	gall	non	8.260892540800072	2.2667971105747897	6.3167361092064e-06	0.00015391054257811202
TRINITY_DN46132_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN27507_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN59378_c0_g1	7	9	gall	non	0.263652497828768	1.35212503424851	0.854436836881098	0.9227813362648009
TRINITY_DN15261_c0_g1	10	3	gall	non	2.31008617406411	1.16456766989585	0.0536328609888605	0.130186290411476
TRINITY_DN18397_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN36958_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN70793_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN37637_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25127_c1_g6	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN26085_c0_g1	50	145	gall	non	-0.9044516117793191	4.586441017260981	0.20803466068634902	0.302641881434029
TRINITY_DN25095_c0_g3	73	0	gall	non	9.541053432934369	3.5252267167952205	4.33351474893039e-09	3.28861022605584e-07
TRINITY_DN21036_c0_g2	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN24678_c0_g3	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN33721_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN4780_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN66529_c0_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN25350_c0_g2	11	3	gall	non	2.4463147391588698	1.25278378997072	0.0396962808918121	0.118957478526608
TRINITY_DN10121_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN25609_c0_g3	15	0	gall	non	7.265588141332801	1.36902019592239	0.0005304048685583731	0.005661390938419129
TRINITY_DN23259_c0_g2	12	5	gall	non	1.861895696364	1.47034978937365	0.091098217238373	0.154727494458257
TRINITY_DN49966_c0_g1	3	4	gall	non	0.20791249931978897	0.485163124587945	1.0	1.0
TRINITY_DN50149_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN72547_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN15827_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25923_c0_g3	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN58622_c0_g1	2	4	gall	non	-0.354383061312055	0.340112650113992	1.0	1.0
TRINITY_DN24378_c1_g2	26	32	gall	non	0.329326137333873	2.9970461925919105	0.7424249929696941	0.832166085076754
TRINITY_DN21085_c0_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9338_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25929_c0_g2	73	0	gall	non	9.541053432934369	3.5252267167952205	4.33351474893039e-09	3.28861022605584e-07
TRINITY_DN25739_c2_g2	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN25915_c1_g10	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN32668_c0_g1	2	22	gall	non	-2.7699758976288904	1.7613197864548897	0.0232390343625049	0.0893508555773359
TRINITY_DN63973_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN26148_c0_g1	5	4	gall	non	0.926484583057167	0.7404982870242142	0.5855072463768121	0.6834571921087921
TRINITY_DN30081_c0_g1	5	7	gall	non	0.141926621851767	1.02588521625795	1.0	1.0
TRINITY_DN22852_c0_g1	0	11	gall	non	-6.19822266274449	0.8805928161360429	0.0140786749482402	0.0656007660212769
TRINITY_DN23045_c0_g2	44	0	gall	non	8.811936298411132	2.7995014544839703	2.97358095395732e-07	1.19382517162855e-05
TRINITY_DN24160_c0_g1	1	9	gall	non	-2.4287473941815696	0.7961679193390809	0.12495974235104701	0.19870698777436602
TRINITY_DN17127_c0_g1	7	6	gall	non	0.83669336515322	1.13109762777999	0.542974480501684	0.644768254715318
TRINITY_DN21323_c0_g1	16	47	gall	non	-0.9201397042310301	3.0363977506845097	0.25641611084168403	0.366636526505667
TRINITY_DN61216_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25145_c6_g1	4	19	gall	non	-1.59416813339711	1.7302519155849099	0.11958231869244099	0.19343536589833396
TRINITY_DN53684_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN20054_c0_g2	5	17	gall	non	-1.12004580393348	1.6883641363009598	0.26675017620512603	0.37124993432459397
TRINITY_DN69140_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN69905_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN23081_c1_g1	4	12	gall	non	-0.93786159090423	1.32068115490398	0.438083377666006	0.5378899934218629
TRINITY_DN23743_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN16178_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN33957_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN63341_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN19660_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN39563_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25167_c2_g2	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN57904_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN41420_c0_g1	2	4	gall	non	-0.354383061312055	0.340112650113992	1.0	1.0
TRINITY_DN25360_c4_g2	1	11	gall	non	-2.7138943302926	0.98124407148232	0.0577711144427786	0.132325898713228
TRINITY_DN25903_c3_g1	11	8	gall	non	1.0753941909166098	1.58180173973934	0.32454400524236604	0.417726916073976
TRINITY_DN22657_c0_g2	19	0	gall	non	7.6046498266310705	1.66307047302484	0.000125561101170857	0.0017752184677322102
TRINITY_DN17387_c0_g1	1	20	gall	non	-3.5675218948266805	1.5965573345786699	0.0167825540461803	0.0771594666001149
TRINITY_DN13674_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN55345_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN25979_c0_g6	24	16	gall	non	1.2075019128856699	2.54483677946005	0.163785631322321	0.246842910188446
TRINITY_DN53112_c0_g1	2	4	gall	non	-0.354383061312055	0.340112650113992	1.0	1.0
TRINITY_DN2246_c0_g1	3	15	gall	non	-1.6597479668247	1.4408908271794998	0.187025841917751	0.274745238875432
TRINITY_DN47942_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN16999_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN16972_c0_g1	2	8	gall	non	-1.3277513371151	0.807683012130483	0.44257871064467796	0.539395711023748
TRINITY_DN21513_c1_g1	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN9342_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN32564_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN24697_c3_g1	25	7	gall	non	2.44146841118358	2.29658166776204	0.00666490901414805	0.0371470835973471
TRINITY_DN6809_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN66937_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN24373_c0_g2	26	0	gall	non	8.05516505891144	2.07330119893846	1.79858836513575e-05	0.000364033827156089
TRINITY_DN25651_c1_g1	6660	52	gall	non	7.62696362331263	10.0796545592567	5.05092532053247e-18	8.92245957872061e-15
TRINITY_DN19197_c0_g1	14	13	gall	non	0.7305172367140931	2.0072172076376598	0.454081824666901	0.5523081546527989
TRINITY_DN10562_c0_g1	4	4	gall	non	0.611481564845604	0.6179820414760121	0.7697262479871179	0.849796378849567
TRINITY_DN50862_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN15454_c0_g1	17	16	gall	non	0.7124190472233941	2.2654589507371097	0.467851691305017	0.5677319478084809
TRINITY_DN21744_c0_g1	7	14	gall	non	-0.36520124944250504	1.6544228600856998	0.8761855672819548	0.942811251535171
TRINITY_DN21907_c0_g1	4	26	gall	non	-2.04359680239243	2.0436718149816797	0.0426059876867701	0.126410617754617
TRINITY_DN26251_c1_g2	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN35252_c0_g1	4	5	gall	non	0.300147239320931	0.7286080023024429	1.0	1.0
TRINITY_DN25876_c2_g5	21	105	gall	non	-1.6870049607423503	3.93531143952299	0.027666906377762	0.10535624216691
TRINITY_DN26060_c1_g2	20	12	gall	non	1.3561644888484699	2.2547359224420496	0.10969460217431	0.178102495166286
TRINITY_DN14965_c0_g1	14	19	gall	non	0.188300217646678	2.24071681591037	0.9138713928284059	0.97786945341785
TRINITY_DN23514_c0_g1	32	0	gall	non	8.35370796209593	2.3551664743360696	3.5407787057568606e-06	9.33550087122313e-05
TRINITY_DN26846_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN24717_c0_g2	78	133	gall	non	-0.13942980942172	4.75859461858438	0.852426628091453	0.9217060391547571
TRINITY_DN50950_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN43264_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN24869_c0_g4	2	12	gall	non	-1.9037262170618898	1.15482259400244	0.189983809938349	0.27807564005752505
TRINITY_DN881_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25430_c0_g1	34	27	gall	non	0.9589234493188872	3.1058847816782302	0.21268662233520802	0.308972794699954
TRINITY_DN23462_c0_g2	22	0	gall	non	7.81514282373173	1.8522244445802598	4.5323875751260104e-05	0.000760107213746212
TRINITY_DN25203_c0_g1	18	20	gall	non	0.47520881720358	2.4388547488107997	0.637370418380824	0.735678350270621
TRINITY_DN18079_c0_g1	0	12	gall	non	-6.322115261867159	0.970183272090088	0.009223959448846979	0.0503163902204473
TRINITY_DN549_c0_g1	5	8	gall	non	-0.04688369274588	1.10895937566625	1.0	1.0
TRINITY_DN15060_c0_g2	2	11	gall	non	-1.77983361793922	1.07602088219716	0.25156822510403803	0.360158255453989
TRINITY_DN66334_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN25391_c0_g2	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN453_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN24120_c0_g1	7	15	gall	non	-0.463704347799595	1.7074332681198001	0.7636269920837321	0.849796378849567
TRINITY_DN74219_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN23415_c0_g1	22	6	gall	non	2.47510796442273	2.1198634372622203	0.00697491741424404	0.0388001135445622
TRINITY_DN74233_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN3438_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN25019_c0_g3	134	192	gall	non	0.111325170286886	5.39949911195202	0.8726905889148879	0.9400048325110669
TRINITY_DN68368_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN4336_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN19049_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN42625_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN39263_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN50938_c0_g1	6	3	gall	non	1.58243600708177	0.7524395468676109	0.266666666666667	0.37124993432459397
TRINITY_DN34239_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN69924_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25904_c0_g2	57	0	gall	non	9.1846623820087	3.1684259977550298	3.6333399903476804e-08	2.03396675480784e-06
TRINITY_DN26257_c0_g3	294	351	gall	non	0.374485642119879	6.402713757392651	0.575876520445771	0.679953424456524
TRINITY_DN23971_c0_g3	4	12	gall	non	-0.93786159090423	1.32068115490398	0.438083377666006	0.5378899934218629
TRINITY_DN25735_c2_g1	71	0	gall	non	9.50103054355235	3.4850146152660098	5.80017778437832e-09	4.2300058029788397e-07
TRINITY_DN2336_c0_g1	6	9	gall	non	0.0445801141264342	1.27175655312677	1.0	1.0
TRINITY_DN26111_c1_g2	90	0	gall	non	9.842716129076301	3.8291361453404997	6.935252460058519e-10	7.25395468659476e-08
TRINITY_DN25057_c0_g2	107	0	gall	non	10.0920803732328	4.08111472866973	1.47509614195326e-10	1.8612552391146e-08
TRINITY_DN70183_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN68019_c0_g1	11	13	gall	non	0.385329787544363	1.8446945391833	0.683326794010689	0.77336686489261
TRINITY_DN25371_c0_g2	3	16	gall	non	-1.7519532612785602	1.5017442312695801	0.146764610526278	0.231195160807732
TRINITY_DN26211_c0_g9	36	10	gall	non	2.4604602325554303	2.79281153395608	0.005195924178484771	0.0329375600285646
TRINITY_DN27794_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN54624_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN90_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN23946_c0_g4	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN60481_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN59479_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN7238_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN51764_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN63366_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN26114_c1_g2	34	0	gall	non	8.44091135673894	2.43874483012648	2.45053893477523e-06	6.932365347780079e-05
TRINITY_DN50289_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN25479_c0_g2	124	0	gall	non	10.3046284755435	4.29617954196207	3.86235477424071e-11	6.20259064426929e-09
TRINITY_DN59112_c0_g1	6	16	gall	non	-0.77498202595579	1.6978907933297398	0.545915011108221	0.647051836142995
TRINITY_DN58378_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN25339_c0_g1	15	51	gall	non	-1.1301349673538401	3.08820894455865	0.17017769380490302	0.25612439673945697
TRINITY_DN43547_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN16388_c0_g2	6	3	gall	non	1.58243600708177	0.7524395468676109	0.266666666666667	0.37124993432459397
TRINITY_DN62017_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN18677_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN61557_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN23550_c0_g2	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN15596_c0_g1	2	7	gall	non	-1.13894102251745	0.7049809416608879	0.5855072463768121	0.6834571921087921
TRINITY_DN25135_c0_g1	10	18	gall	non	-0.215748750292746	2.0139226703371103	1.0	1.0
TRINITY_DN69903_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN18798_c0_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN35869_c0_g1	14	7	gall	non	1.6093919546839899	1.72270001012443	0.0967863533519141	0.15858578158975598
TRINITY_DN22907_c0_g2	1	9	gall	non	-2.4287473941815696	0.7961679193390809	0.12495974235104701	0.19870698777436602
TRINITY_DN15214_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN49773_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
