	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN17785_c2_g3	SMP_1	SMP_2	-0.232895854	4.636184926	0.734037463	1
TRINITY_DN17785_c2_g4	SMP_1	SMP_2	-0.755338106	5.208496868	0.256217831	1
TRINITY_DN17785_c2_g6	SMP_1	SMP_2	-1.28523004	5.40031019	0.055802428	0.54775347
TRINITY_DN17785_c2_g7	SMP_1	SMP_2	0.213683366	0.443288336	0.824297641	1
TRINITY_DN17785_c2_g8	SMP_1	SMP_2	1.096874439	2.000259117	0.139316892	0.84361712
TRINITY_DN17785_c2_g9	SMP_1	SMP_2	-1.426390627	2.936778688	0.044338316	0.478345347
TRINITY_DN17786_c0_g1	SMP_1	SMP_2	-0.516264968	0.105085105	0.683326794	1
TRINITY_DN17786_c0_g2	SMP_1	SMP_2	0.69453473	0.345217061	0.479616293	1
TRINITY_DN17786_c0_g3	SMP_1	SMP_2	-1.69340124	0.087431979	0.101168537	0.739339474
TRINITY_DN17786_c0_g4	SMP_1	SMP_2	0.11949094	1.362442528	0.902794831	1
TRINITY_DN17786_c0_g5	SMP_1	SMP_2	0.258479937	2.046602603	0.753319637	1
TRINITY_DN17786_c0_g6	SMP_1	SMP_2	0.062748036	0.137187222	1	1
TRINITY_DN17787_c0_g1	SMP_1	SMP_2	0.193296927	0.631047988	0.921709956	1
TRINITY_DN17787_c0_g2	SMP_1	SMP_2	0.950368585	5.482896729	0.153715596	0.866547724
TRINITY_DN17787_c0_g3	SMP_1	SMP_2	0.853159482	3.805740192	0.21025898	0.977364014
TRINITY_DN17788_c0_g1	SMP_1	SMP_2	0.249955182	3.658376881	0.718893247	1
TRINITY_DN17788_c0_g2	SMP_1	SMP_2	0.299404607	0.591466664	0.840520282	1
TRINITY_DN17788_c1_g1	SMP_1	SMP_2	0.543869007	3.627831236	0.426623084	1
TRINITY_DN17788_c1_g2	SMP_1	SMP_2	1.535006132	1.727536009	0.051408622	0.522109926
TRINITY_DN17788_c1_g3	SMP_1	SMP_2	0.542162681	3.801584138	0.428953273	1
TRINITY_DN17789_c0_g1	SMP_1	SMP_2	0.569681486	6.084768782	0.388705349	1
TRINITY_DN17790_c0_g1	SMP_1	SMP_2	-0.051959779	1.884265617	0.965301158	1
TRINITY_DN17790_c0_g2	SMP_1	SMP_2	0.245223369	5.000397116	0.718621542	1
TRINITY_DN17791_c0_g1	SMP_1	SMP_2	-0.653902564	5.037443002	0.32455944	1
TRINITY_DN17792_c0_g2	SMP_1	SMP_2	0.29731628	6.157958098	0.65359042	1
TRINITY_DN17792_c0_g3	SMP_1	SMP_2	1.000722541	0.53099115	0.283852863	1
TRINITY_DN17792_c0_g5	SMP_1	SMP_2	-0.367194682	0.688867038	0.777730012	1
TRINITY_DN17793_c0_g1	SMP_1	SMP_2	0.530280931	4.539788269	0.43332318	1
TRINITY_DN17793_c0_g2	SMP_1	SMP_2	-0.311017167	1.488117121	0.7349431	1
TRINITY_DN17794_c2_g1	SMP_1	SMP_2	0.203957614	4.936512433	0.765047084	1
TRINITY_DN17794_c2_g2	SMP_1	SMP_2	-0.087098467	3.337725451	0.908083613	1
TRINITY_DN17794_c2_g3	SMP_1	SMP_2	0.170580722	7.313003242	0.795423076	1
TRINITY_DN17795_c1_g1	SMP_1	SMP_2	0.324389071	3.317582857	0.650399406	1
TRINITY_DN17795_c1_g2	SMP_1	SMP_2	0.858842638	4.194999354	0.207237168	0.971111964
TRINITY_DN17795_c1_g3	SMP_1	SMP_2	0.097906635	2.030021661	0.905450463	1
TRINITY_DN17795_c1_g5	SMP_1	SMP_2	-0.440640026	0.65694737	0.700162868	1
TRINITY_DN17795_c1_g7	SMP_1	SMP_2	-0.27531813	1.272657787	0.795723987	1
TRINITY_DN17796_c0_g1	SMP_1	SMP_2	4.453820517	1.327944406	2.84E-05	0.001676386
TRINITY_DN17796_c0_g2	SMP_1	SMP_2	-0.253932388	6.32593135	0.700599846	1
TRINITY_DN17796_c0_g3	SMP_1	SMP_2	-1.450702973	2.71155182	0.043935868	0.475311721
TRINITY_DN17797_c0_g1	SMP_1	SMP_2	0.573605924	5.487165812	0.387824848	1
TRINITY_DN17798_c1_g1	SMP_1	SMP_2	-0.354607606	4.924283463	0.595841299	1
TRINITY_DN17798_c1_g7	SMP_1	SMP_2	-1.449000508	0.623898147	0.111592322	0.780283057
TRINITY_DN17799_c1_g1	SMP_1	SMP_2	0.002645913	6.442742132	0.998389991	1
TRINITY_DN17800_c0_g1	SMP_1	SMP_2	0.043719509	3.813012338	0.952388572	1
TRINITY_DN17800_c1_g1	SMP_1	SMP_2	-1.849909324	6.126763965	0.006474776	0.118653055
TRINITY_DN17801_c2_g1	SMP_1	SMP_2	0.403025599	5.255812072	0.544138052	1
TRINITY_DN17801_c2_g2	SMP_1	SMP_2	-0.142304897	0.93156316	0.936149746	1
TRINITY_DN17802_c0_g2	SMP_1	SMP_2	0.631770183	6.018431942	0.339722139	1
TRINITY_DN17803_c0_g1	SMP_1	SMP_2	0.321913572	4.280299769	0.638369484	1
TRINITY_DN17803_c1_g1	SMP_1	SMP_2	0.144397658	6.330684607	0.827646841	1
TRINITY_DN17803_c1_g2	SMP_1	SMP_2	-0.279515912	5.547443594	0.675980403	1
TRINITY_DN17804_c0_g1	SMP_1	SMP_2	-0.483304147	7.8101782	0.461682385	1
TRINITY_DN17805_c0_g1	SMP_1	SMP_2	1.43662132	3.823710344	0.037420575	0.429682197
TRINITY_DN17805_c0_g2	SMP_1	SMP_2	-0.075619861	5.107845915	0.913913013	1
TRINITY_DN17806_c1_g1	SMP_1	SMP_2	0.14611207	6.163340618	0.825299187	1
TRINITY_DN17807_c0_g2	SMP_1	SMP_2	0.098629435	5.279824319	0.885449171	1
TRINITY_DN17807_c1_g1	SMP_1	SMP_2	-0.129439778	4.817679958	0.847841207	1
TRINITY_DN17807_c1_g2	SMP_1	SMP_2	0.075221195	4.532357219	0.918574439	1
TRINITY_DN17808_c0_g1	SMP_1	SMP_2	-3.428250923	-0.186351842	0.002294842	0.052349556
TRINITY_DN17808_c1_g1	SMP_1	SMP_2	0.413940284	0.550885932	0.672305982	1
TRINITY_DN17808_c2_g2	SMP_1	SMP_2	-0.179240789	0.536129157	0.917981859	1
TRINITY_DN17808_c2_g3	SMP_1	SMP_2	0.781819892	1.371586746	0.347412756	1
TRINITY_DN17808_c2_g4	SMP_1	SMP_2	1.188697601	1.227182971	0.143857496	0.852016367
TRINITY_DN17808_c2_g5	SMP_1	SMP_2	0.001092326	2.748740423	1	1
TRINITY_DN17808_c2_g6	SMP_1	SMP_2	0.52576655	1.790323035	0.510498086	1
TRINITY_DN17809_c0_g1	SMP_1	SMP_2	-0.089510775	5.875847938	0.894129504	1
TRINITY_DN17809_c0_g4	SMP_1	SMP_2	1.201498933	0.15323241	0.211790394	0.977364014
TRINITY_DN17810_c0_g1	SMP_1	SMP_2	0.482517487	7.080399259	0.463323795	1
TRINITY_DN17810_c1_g1	SMP_1	SMP_2	-0.186942568	3.022970271	0.806708474	1
TRINITY_DN17810_c1_g2	SMP_1	SMP_2	0.111520947	3.261492123	0.8755128	1
TRINITY_DN17810_c2_g1	SMP_1	SMP_2	-0.609816481	0.433359163	0.503000489	1
TRINITY_DN17810_c2_g2	SMP_1	SMP_2	-0.88449224	10.77895354	0.179195671	0.928317076
TRINITY_DN17810_c2_g3	SMP_1	SMP_2	-0.043096212	4.03289564	0.959029927	1
TRINITY_DN17810_c2_g4	SMP_1	SMP_2	-0.718356809	6.256315305	0.277990457	1
TRINITY_DN17811_c0_g1	SMP_1	SMP_2	-0.36642618	4.965314721	0.583126399	1
TRINITY_DN17811_c0_g2	SMP_1	SMP_2	-0.151890836	3.606036181	0.836829724	1
TRINITY_DN17812_c0_g1	SMP_1	SMP_2	0.228120078	4.986559755	0.732100528	1
TRINITY_DN17812_c0_g3	SMP_1	SMP_2	0.605014807	2.959661862	0.38834119	1
TRINITY_DN17813_c1_g1	SMP_1	SMP_2	-0.148669671	0.713716373	0.925107585	1
TRINITY_DN17813_c1_g2	SMP_1	SMP_2	-0.116567055	2.690321556	0.878027628	1
TRINITY_DN17813_c2_g1	SMP_1	SMP_2	0.115107348	3.915874234	0.876154804	1
TRINITY_DN17813_c2_g2	SMP_1	SMP_2	-0.058823885	6.363856881	0.93018613	1
TRINITY_DN17813_c2_g3	SMP_1	SMP_2	-0.006985475	1.451513692	1	1
TRINITY_DN17813_c2_g4	SMP_1	SMP_2	-0.473921736	1.372505995	0.586412707	1
TRINITY_DN17814_c0_g1	SMP_1	SMP_2	-0.062111981	3.871151401	0.936136792	1
TRINITY_DN17814_c0_g2	SMP_1	SMP_2	0.576177464	6.041495139	0.383976584	1
TRINITY_DN17814_c0_g4	SMP_1	SMP_2	0.372588034	2.94802843	0.603438515	1
TRINITY_DN17814_c0_g6	SMP_1	SMP_2	0.115423947	1.464829448	0.907908237	1
TRINITY_DN17814_c0_g8	SMP_1	SMP_2	-10.66882702	2.933482203	3.41E-12	2.86E-09
TRINITY_DN17815_c0_g1	SMP_1	SMP_2	1.413256836	3.33533094	0.044302858	0.478345347
TRINITY_DN17816_c0_g1	SMP_1	SMP_2	0.115380995	6.058283003	0.862360632	1
TRINITY_DN17817_c0_g1	SMP_1	SMP_2	1.140395613	-0.103970187	0.324544005	1
TRINITY_DN17817_c1_g1	SMP_1	SMP_2	0.535397635	1.53801345	0.507355851	1
TRINITY_DN17817_c1_g2	SMP_1	SMP_2	0.542616894	4.71877029	0.418346579	1
TRINITY_DN17818_c0_g1	SMP_1	SMP_2	0.367208305	4.336289205	0.59167725	1
TRINITY_DN17818_c0_g2	SMP_1	SMP_2	0.42521834	3.779540575	0.538602745	1
TRINITY_DN17819_c0_g1	SMP_1	SMP_2	0.205224042	4.845242608	0.763639844	1
TRINITY_DN17820_c1_g1	SMP_1	SMP_2	0.506081001	4.532515711	0.453184253	1
TRINITY_DN17820_c1_g2	SMP_1	SMP_2	2.355820075	0.462299776	0.019614958	0.273134511
TRINITY_DN17821_c0_g1	SMP_1	SMP_2	0.299730569	4.298558651	0.661617468	1
TRINITY_DN17821_c1_g1	SMP_1	SMP_2	-0.069536783	5.387859318	0.916159257	1
TRINITY_DN17821_c1_g2	SMP_1	SMP_2	-1.613405386	-0.151965526	0.14806642	0.852016367
TRINITY_DN17822_c0_g1	SMP_1	SMP_2	-0.516264968	0.105085105	0.683326794	1
TRINITY_DN17822_c1_g1	SMP_1	SMP_2	-1.244959523	0.128234498	0.177284493	0.923898515
TRINITY_DN17822_c2_g1	SMP_1	SMP_2	-1.910844953	0.037042667	0.063871718	0.586417985
TRINITY_DN17822_c2_g2	SMP_1	SMP_2	-0.446390452	5.234014595	0.500251709	1
TRINITY_DN17822_c2_g5	SMP_1	SMP_2	0.591129773	1.183750008	0.489123582	1
TRINITY_DN17822_c2_g7	SMP_1	SMP_2	-0.196659776	5.090822892	0.769424424	1
TRINITY_DN17822_c2_g8	SMP_1	SMP_2	-0.16560167	3.890723531	0.811829912	1
TRINITY_DN17822_c2_g9	SMP_1	SMP_2	-0.326210726	5.310753089	0.625563718	1
TRINITY_DN17823_c1_g1	SMP_1	SMP_2	-0.095400075	4.71130326	0.88716021	1
TRINITY_DN17824_c0_g1	SMP_1	SMP_2	0.785551365	3.027121643	0.270520379	1
TRINITY_DN17824_c0_g2	SMP_1	SMP_2	0.190124959	7.44968631	0.772388855	1
TRINITY_DN17825_c1_g1	SMP_1	SMP_2	-2.273060071	1.776884069	0.004188782	0.08412659
TRINITY_DN17825_c2_g1	SMP_1	SMP_2	-0.027850525	4.362996914	0.973848304	1
TRINITY_DN17825_c2_g2	SMP_1	SMP_2	-2.876671293	-0.126847214	0.00753089	0.133226881
TRINITY_DN17825_c2_g4	SMP_1	SMP_2	0.621559266	0.869485757	0.494848162	1
TRINITY_DN17825_c2_g5	SMP_1	SMP_2	0.187271133	0.319102898	0.90423342	1
TRINITY_DN17826_c0_g1	SMP_1	SMP_2	0.950042725	6.778721314	0.151447088	0.860248299
TRINITY_DN17827_c0_g1	SMP_1	SMP_2	0.346415023	4.829894419	0.603274878	1
TRINITY_DN17828_c4_g1	SMP_1	SMP_2	-2.060283481	1.261060112	0.010249229	0.168559961
TRINITY_DN17828_c4_g2	SMP_1	SMP_2	-0.239564411	0.419379512	0.824297641	1
TRINITY_DN17828_c5_g1	SMP_1	SMP_2	3.68510377	2.28263617	1.87E-05	0.001204016
TRINITY_DN17828_c5_g2	SMP_1	SMP_2	4.55263215	0.580156621	0.000497338	0.016313663
TRINITY_DN17828_c6_g1	SMP_1	SMP_2	-2.009104801	1.852360151	0.009101284	0.155504961
TRINITY_DN17828_c7_g1	SMP_1	SMP_2	-0.645410358	5.814182818	0.32876342	1
TRINITY_DN17829_c1_g1	SMP_1	SMP_2	0.510453585	5.905986117	0.440840714	1
TRINITY_DN17830_c0_g1	SMP_1	SMP_2	0.192366076	5.089922247	0.776556306	1
TRINITY_DN17831_c1_g1	SMP_1	SMP_2	-0.706832124	7.190883415	0.283403869	1
TRINITY_DN17831_c1_g2	SMP_1	SMP_2	-0.380146763	4.675214054	0.568545975	1
TRINITY_DN17831_c2_g1	SMP_1	SMP_2	-0.028350458	4.283543181	0.972415335	1
TRINITY_DN17831_c2_g2	SMP_1	SMP_2	0.176946512	5.147340874	0.792440881	1
TRINITY_DN17832_c0_g1	SMP_1	SMP_2	0.925499733	4.661664673	0.168132112	0.902179104
TRINITY_DN17832_c1_g1	SMP_1	SMP_2	0.096489347	4.054784649	0.895181655	1
TRINITY_DN17833_c1_g1	SMP_1	SMP_2	0.41633974	6.590758366	0.527573149	1
TRINITY_DN17833_c1_g2	SMP_1	SMP_2	1.27138572	0.197998277	0.177284493	0.923898515
TRINITY_DN17833_c1_g3	SMP_1	SMP_2	-0.274841704	3.128394858	0.703833269	1
TRINITY_DN17834_c0_g1	SMP_1	SMP_2	0.023372762	2.546393188	1	1
TRINITY_DN17834_c0_g2	SMP_1	SMP_2	0.577872013	6.154140158	0.381476547	1
TRINITY_DN17835_c0_g1	SMP_1	SMP_2	0.229896129	6.691631464	0.727341524	1
TRINITY_DN17836_c0_g1	SMP_1	SMP_2	0.36459189	4.401330789	0.585577015	1
TRINITY_DN17836_c0_g2	SMP_1	SMP_2	0.245679461	8.326845781	0.707795722	1
TRINITY_DN17837_c0_g1	SMP_1	SMP_2	0.442606409	7.015297147	0.501129843	1
TRINITY_DN17837_c0_g2	SMP_1	SMP_2	0.253196445	6.039099001	0.701564785	1
TRINITY_DN17838_c1_g1	SMP_1	SMP_2	-0.496137853	3.767937549	0.465961813	1
TRINITY_DN17838_c1_g2	SMP_1	SMP_2	0.49569051	2.180948169	0.514417427	1
TRINITY_DN17839_c0_g1	SMP_1	SMP_2	0.500432075	6.904424804	0.447217069	1
TRINITY_DN17839_c0_g3	SMP_1	SMP_2	1.54233651	1.564578313	0.049631622	0.510938647
TRINITY_DN17840_c0_g1	SMP_1	SMP_2	0.257114125	3.186944028	0.728152764	1
TRINITY_DN17840_c1_g1	SMP_1	SMP_2	0.039319872	5.876783886	0.953927989	1
TRINITY_DN17840_c1_g2	SMP_1	SMP_2	0.400827294	0.311936846	0.717696776	1
TRINITY_DN17840_c1_g3	SMP_1	SMP_2	0.201940474	1.29331555	0.848324214	1
TRINITY_DN17840_c1_g4	SMP_1	SMP_2	0.373054798	3.703506102	0.587069897	1
TRINITY_DN17841_c0_g1	SMP_1	SMP_2	0.39687181	7.174934019	0.546086491	1
TRINITY_DN17842_c0_g1	SMP_1	SMP_2	0.035687017	4.188194064	0.963143049	1
TRINITY_DN17842_c0_g2	SMP_1	SMP_2	0.09551859	5.313343211	0.888086778	1
TRINITY_DN17843_c0_g1	SMP_1	SMP_2	0.950363447	2.351533405	0.186086811	0.934311426
TRINITY_DN17843_c0_g2	SMP_1	SMP_2	-0.0662774	2.524168127	0.954461507	1
TRINITY_DN17843_c0_g4	SMP_1	SMP_2	1.177640876	3.393468824	0.09151803	0.710166114
TRINITY_DN17844_c0_g1	SMP_1	SMP_2	-0.208194198	3.116984086	0.774791353	1
TRINITY_DN17844_c0_g2	SMP_1	SMP_2	0.038837518	5.595275876	0.955236335	1
TRINITY_DN17844_c0_g3	SMP_1	SMP_2	0.69870418	1.796392699	0.374665383	1
TRINITY_DN17845_c0_g1	SMP_1	SMP_2	0.383520281	4.283706089	0.571853977	1
TRINITY_DN17845_c0_g2	SMP_1	SMP_2	0.432919143	4.288060268	0.52014994	1
TRINITY_DN17845_c0_g4	SMP_1	SMP_2	2.419434776	-0.304509429	0.064029992	0.586417985
TRINITY_DN17845_c0_g5	SMP_1	SMP_2	-0.355271492	1.510311767	0.696415984	1
TRINITY_DN17846_c0_g1	SMP_1	SMP_2	0.446387472	5.846918768	0.50024474	1
TRINITY_DN17847_c0_g1	SMP_1	SMP_2	-0.350640381	1.777749519	0.639255449	1
TRINITY_DN17847_c2_g1	SMP_1	SMP_2	-0.055643424	1.038731041	1	1
TRINITY_DN17847_c2_g2	SMP_1	SMP_2	-0.685634281	1.8301863	0.364791756	1
TRINITY_DN17847_c2_g3	SMP_1	SMP_2	-0.612010475	2.344546937	0.403326508	1
TRINITY_DN17847_c3_g1	SMP_1	SMP_2	0.272284051	3.288701199	0.70683552	1
TRINITY_DN17847_c3_g2	SMP_1	SMP_2	0.359803999	4.788646659	0.593202899	1
TRINITY_DN17848_c0_g1	SMP_1	SMP_2	-0.279017443	6.08458364	0.673493475	1
TRINITY_DN17849_c4_g1	SMP_1	SMP_2	0.006893514	5.152529787	0.996202451	1
TRINITY_DN17849_c5_g1	SMP_1	SMP_2	-0.215194324	10.60783318	0.742114397	1
TRINITY_DN17849_c5_g2	SMP_1	SMP_2	-0.272483963	7.638658374	0.678040416	1
TRINITY_DN17849_c5_g3	SMP_1	SMP_2	-0.2221436	9.569377904	0.734253439	1
TRINITY_DN17850_c0_g1	SMP_1	SMP_2	1.235456082	0.817990905	0.146338567	0.852016367
TRINITY_DN17850_c1_g1	SMP_1	SMP_2	0.1554793	0.701073785	0.925107585	1
TRINITY_DN17850_c1_g2	SMP_1	SMP_2	-0.463741087	5.723569315	0.483339739	1
TRINITY_DN17851_c0_g1	SMP_1	SMP_2	1.011077059	5.399900884	0.130629989	0.813008588
TRINITY_DN17851_c0_g2	SMP_1	SMP_2	-0.649295407	8.535344923	0.323007732	1
TRINITY_DN17851_c0_g6	SMP_1	SMP_2	-1.039788293	4.360630971	0.122804975	0.803854776
TRINITY_DN17852_c0_g1	SMP_1	SMP_2	0.1554793	0.701073785	0.925107585	1
TRINITY_DN17852_c1_g1	SMP_1	SMP_2	1.848509269	4.31365128	0.007841661	0.137735644
TRINITY_DN17852_c1_g2	SMP_1	SMP_2	1.182834208	0.33109606	0.270771224	1
TRINITY_DN17852_c1_g3	SMP_1	SMP_2	0.877614451	5.203331008	0.189454608	0.940226581
TRINITY_DN17852_c1_g5	SMP_1	SMP_2	1.140928046	0.878971547	0.184042679	0.929660604
TRINITY_DN17853_c1_g1	SMP_1	SMP_2	-0.06010282	8.121428722	0.927275936	1
TRINITY_DN17853_c1_g2	SMP_1	SMP_2	0.266506289	4.674883759	0.690519691	1
TRINITY_DN17853_c1_g3	SMP_1	SMP_2	0.464221889	3.554244127	0.50039151	1
TRINITY_DN17854_c2_g1	SMP_1	SMP_2	1.27956342	1.288640301	0.119106695	0.79967488
TRINITY_DN17854_c3_g1	SMP_1	SMP_2	0.306904832	5.618091399	0.644868939	1
TRINITY_DN17854_c4_g1	SMP_1	SMP_2	-0.612973063	6.405292581	0.353190225	1
TRINITY_DN17855_c0_g1	SMP_1	SMP_2	-0.012135681	5.381602723	0.990265183	1
TRINITY_DN17855_c1_g1	SMP_1	SMP_2	-0.814118391	5.443986639	0.221838066	0.990020772
TRINITY_DN17856_c1_g1	SMP_1	SMP_2	-0.062104801	3.639244246	0.935769231	1
TRINITY_DN17856_c1_g2	SMP_1	SMP_2	-0.361249719	7.738405315	0.58199669	1
TRINITY_DN17857_c2_g1	SMP_1	SMP_2	0.299404607	0.591466664	0.840520282	1
TRINITY_DN17857_c2_g2	SMP_1	SMP_2	0.212234201	4.258310343	0.75780345	1
TRINITY_DN17857_c2_g3	SMP_1	SMP_2	-0.25710475	0.877713094	0.802806557	1
TRINITY_DN17857_c2_g5	SMP_1	SMP_2	7.938470028	0.506382507	1.80E-05	0.001162115
TRINITY_DN17858_c3_g1	SMP_1	SMP_2	0.414637975	4.245093813	0.543669066	1
TRINITY_DN17858_c3_g2	SMP_1	SMP_2	0.023028457	3.650091753	0.978700305	1
TRINITY_DN17858_c3_g3	SMP_1	SMP_2	0.423998245	7.34543733	0.518818087	1
TRINITY_DN17858_c3_g6	SMP_1	SMP_2	4.513262743	0.54694779	0.000497338	0.016313663
TRINITY_DN17858_c3_g7	SMP_1	SMP_2	0.290276717	3.77023067	0.674930984	1
TRINITY_DN17859_c0_g1	SMP_1	SMP_2	0.7902927	2.210012669	0.280418607	1
TRINITY_DN17859_c0_g2	SMP_1	SMP_2	3.251818348	2.385295724	5.85E-05	0.002986911
TRINITY_DN17859_c0_g3	SMP_1	SMP_2	1.675209894	0.834002582	0.064660959	0.590091504
TRINITY_DN17859_c0_g4	SMP_1	SMP_2	0.574481039	0.841897809	0.542911463	1
TRINITY_DN17859_c0_g5	SMP_1	SMP_2	1.248349679	1.676305048	0.105289888	0.75359491
TRINITY_DN17860_c0_g1	SMP_1	SMP_2	-0.060708911	4.087049185	0.936977145	1
TRINITY_DN17861_c0_g1	SMP_1	SMP_2	0.167814771	4.100560299	0.805979622	1
TRINITY_DN17861_c1_g1	SMP_1	SMP_2	0.134862425	8.434022034	0.83706435	1
TRINITY_DN17861_c1_g2	SMP_1	SMP_2	0.219584105	5.940880493	0.739628143	1
TRINITY_DN17862_c0_g1	SMP_1	SMP_2	0.15573015	1.081167439	0.8833268	1
TRINITY_DN17862_c1_g2	SMP_1	SMP_2	0.076833695	1.800246864	0.96311173	1
TRINITY_DN17862_c2_g1	SMP_1	SMP_2	0.140735762	7.344637783	0.830722206	1
TRINITY_DN17862_c2_g2	SMP_1	SMP_2	0.214038531	8.431628027	0.743978251	1
TRINITY_DN17863_c0_g1	SMP_1	SMP_2	-0.442325647	4.517918165	0.509970981	1
TRINITY_DN17863_c0_g2	SMP_1	SMP_2	0.016019718	1.602241052	1	1
TRINITY_DN17863_c0_g3	SMP_1	SMP_2	0.186055477	5.408722725	0.782686819	1
TRINITY_DN17864_c0_g1	SMP_1	SMP_2	1.529575021	0.145793156	0.122481004	0.802590424
TRINITY_DN17864_c1_g2	SMP_1	SMP_2	-0.388309989	5.117027092	0.560110613	1
TRINITY_DN17864_c2_g1	SMP_1	SMP_2	-0.660911708	1.338346662	0.416820716	1
TRINITY_DN17864_c2_g2	SMP_1	SMP_2	0.40138106	3.251469821	0.56101993	1
TRINITY_DN17865_c0_g1	SMP_1	SMP_2	4.754179532	5.476685321	1.46E-09	4.20E-07
TRINITY_DN17865_c0_g3	SMP_1	SMP_2	-0.277383324	3.285397268	0.69524187	1
TRINITY_DN17865_c0_g5	SMP_1	SMP_2	0.379635511	3.302734018	0.586475625	1
TRINITY_DN17866_c0_g1	SMP_1	SMP_2	0.355234295	5.846121817	0.591714372	1
TRINITY_DN17866_c0_g3	SMP_1	SMP_2	0.481303238	4.71348256	0.475246716	1
TRINITY_DN17867_c0_g1	SMP_1	SMP_2	0.510423673	7.321690765	0.437620009	1
TRINITY_DN17867_c0_g4	SMP_1	SMP_2	-1.318366324	0.541410019	0.147385428	0.852016367
TRINITY_DN17868_c0_g1	SMP_1	SMP_2	0.136870504	3.574366758	0.854781427	1
TRINITY_DN17868_c1_g1	SMP_1	SMP_2	1.023914092	3.446263958	0.136499382	0.834068319
TRINITY_DN17868_c1_g2	SMP_1	SMP_2	0.300030753	4.268145117	0.661057821	1
TRINITY_DN17868_c1_g3	SMP_1	SMP_2	0.426552919	3.649291756	0.537186822	1
TRINITY_DN17869_c3_g1	SMP_1	SMP_2	0.1554793	0.701073785	0.925107585	1
TRINITY_DN17869_c5_g1	SMP_1	SMP_2	0.965759221	1.258078198	0.2211976	0.990020772
TRINITY_DN17869_c5_g2	SMP_1	SMP_2	0.089191447	4.993059021	0.898472666	1
TRINITY_DN17870_c0_g1	SMP_1	SMP_2	0.055381561	2.562804501	0.955610443	1
TRINITY_DN17870_c0_g2	SMP_1	SMP_2	0.477670504	2.674823694	0.498646394	1
TRINITY_DN17870_c0_g4	SMP_1	SMP_2	-0.664294952	10.32437774	0.311534672	1
TRINITY_DN17870_c0_g5	SMP_1	SMP_2	-0.99644686	0.120510913	0.285115432	1
TRINITY_DN17870_c1_g1	SMP_1	SMP_2	0.100099229	7.429096675	0.879316421	1
TRINITY_DN17870_c1_g2	SMP_1	SMP_2	-0.099457772	3.225372655	0.900693998	1
TRINITY_DN17870_c1_g3	SMP_1	SMP_2	-0.662911611	2.037193149	0.383391424	1
TRINITY_DN17871_c0_g1	SMP_1	SMP_2	-0.00851291	5.473004609	0.993908322	1
TRINITY_DN17871_c0_g3	SMP_1	SMP_2	0.311504394	3.533457941	0.653557024	1
TRINITY_DN17871_c0_g4	SMP_1	SMP_2	-0.42007345	4.16119876	0.539276435	1
TRINITY_DN17872_c0_g1	SMP_1	SMP_2	0.076253033	5.631092137	0.910026787	1
TRINITY_DN17872_c1_g1	SMP_1	SMP_2	0.157190835	5.590776659	0.813315085	1
TRINITY_DN17872_c1_g2	SMP_1	SMP_2	-0.843380873	8.033053844	0.200708132	0.960027367
TRINITY_DN17872_c1_g3	SMP_1	SMP_2	-0.228847372	2.956234254	0.749515064	1
TRINITY_DN17873_c1_g1	SMP_1	SMP_2	0.45275778	3.676829763	0.509745304	1
TRINITY_DN17873_c1_g2	SMP_1	SMP_2	1.274949737	0.558711387	0.169556502	0.904262898
TRINITY_DN17874_c0_g1	SMP_1	SMP_2	-0.575373885	1.09053282	0.513775694	1
TRINITY_DN17874_c1_g2	SMP_1	SMP_2	5.625569745	1.519500051	2.43E-06	0.000219142
TRINITY_DN17874_c2_g1	SMP_1	SMP_2	-0.185216402	4.391986622	0.784979751	1
TRINITY_DN17874_c3_g1	SMP_1	SMP_2	1.515351856	0.552163986	0.127301043	0.813008588
TRINITY_DN17874_c3_g3	SMP_1	SMP_2	-0.168549974	5.081886497	0.80234914	1
TRINITY_DN17874_c3_g4	SMP_1	SMP_2	6.811125497	4.056932913	2.48E-12	2.24E-09
TRINITY_DN17874_c3_g5	SMP_1	SMP_2	0.062852189	0.366427542	1	1
TRINITY_DN17874_c3_g8	SMP_1	SMP_2	-1.092503622	-0.102827246	0.361697181	1
TRINITY_DN17874_c3_g9	SMP_1	SMP_2	-1.052181012	0.271687904	0.270771224	1
TRINITY_DN17875_c0_g1	SMP_1	SMP_2	1.151307269	3.375388327	0.100605912	0.739339474
TRINITY_DN17876_c0_g1	SMP_1	SMP_2	0.406296576	1.283265808	0.64498777	1
TRINITY_DN17876_c0_g2	SMP_1	SMP_2	-0.253351276	5.167138938	0.705580321	1
TRINITY_DN17876_c0_g3	SMP_1	SMP_2	-0.211349072	4.261537726	0.75873727	1
TRINITY_DN17877_c2_g1	SMP_1	SMP_2	1.858141883	-0.234852253	0.11545962	0.788424584
TRINITY_DN17877_c3_g1	SMP_1	SMP_2	-0.226676641	4.889184989	0.735976548	1
TRINITY_DN17877_c3_g2	SMP_1	SMP_2	0.929423245	5.364835148	0.164729861	0.896907457
TRINITY_DN17877_c3_g3	SMP_1	SMP_2	0.196037892	1.696291702	0.804884286	1
TRINITY_DN17878_c3_g1	SMP_1	SMP_2	0.772476882	2.516387534	0.290776938	1
TRINITY_DN17878_c4_g1	SMP_1	SMP_2	-1.039083549	9.113307102	0.115804677	0.788994846
