	sampleA	sampleB
GO:0042744	5.0	2.0
GO:0042749	1.0	0.0
GO:0042752	1.0	1.0
GO:0042753	1.0	0.0
GO:0042755	1.0	1.0
GO:0042759	1.0	0.0
GO:0042768	2.0	0.0
GO:0042769	2.0	0.0
GO:0042770	1.0	1.0
GO:0042771	0.0	1.0
GO:0042773	2.0	0.0
GO:0042775	1.0	0.0
GO:0042776	2.0	0.0
GO:0042780	1.0	0.0
GO:0042788	3.0	0.0
GO:0042795	1.0	0.0
GO:0042800	3.0	0.0
GO:0042802	41.0	4.0
GO:0042803	19.0	2.0
GO:0042805	4.0	0.0
GO:0042834	1.0	0.0
GO:0042851	1.0	0.0
GO:0042853	1.0	0.0
GO:0042866	2.0	0.0
GO:0042886	1.0	0.0
GO:0042947	1.0	0.0
GO:0042981	35.0	7.0
GO:0042995	23.0	9.0
GO:0043001	3.0	0.0
GO:0043005	14.0	5.0
GO:0043008	1.0	0.0
GO:0043009	6.0	0.0
GO:0043021	4.0	1.0
GO:0043022	2.0	0.0
GO:0043023	1.0	0.0
GO:0043024	2.0	0.0
GO:0043025	6.0	0.0
GO:0043027	6.0	0.0
GO:0043028	6.0	0.0
GO:0043033	1.0	0.0
GO:0043034	4.0	1.0
GO:0043038	11.0	2.0
GO:0043039	11.0	2.0
GO:0043043	0.0	1.0
GO:0043044	2.0	0.0
GO:0043047	1.0	0.0
GO:0043050	0.0	1.0
GO:0043062	4.0	1.0
GO:0043063	1.0	0.0
GO:0043065	14.0	1.0
GO:0043066	19.0	6.0
GO:0043067	37.0	7.0
GO:0043068	15.0	1.0
GO:0043069	20.0	6.0
GO:0043085	14.0	3.0
GO:0043086	16.0	2.0
GO:0043087	1.0	1.0
GO:0043090	1.0	0.0
GO:0043092	1.0	0.0
GO:0043094	1.0	2.0
GO:0043097	1.0	1.0
GO:0043107	1.0	1.0
GO:0043113	1.0	0.0
GO:0043121	2.0	0.0
GO:0043122	2.0	2.0
GO:0043123	2.0	0.0
GO:0043124	0.0	1.0
GO:0043130	5.0	2.0
GO:0043138	1.0	0.0
GO:0043139	2.0	0.0
GO:0043140	1.0	0.0
GO:0043141	2.0	0.0
GO:0043142	2.0	0.0
GO:0043144	1.0	0.0
GO:0043154	7.0	1.0
GO:0043161	8.0	3.0
GO:0043165	2.0	0.0
GO:0043167	392.0	79.0
GO:0043168	215.0	36.0
GO:0043169	244.0	48.0
GO:0043170	354.0	91.0
GO:0043171	0.0	2.0
GO:0043173	1.0	1.0
GO:0043174	1.0	1.0
GO:0043175	3.0	0.0
GO:0043177	9.0	1.0
GO:0043186	3.0	1.0
GO:0043189	1.0	0.0
GO:0043190	4.0	0.0
GO:0043194	3.0	1.0
GO:0043195	1.0	1.0
GO:0043197	0.0	1.0
GO:0043200	3.0	0.0
GO:0043204	3.0	1.0
GO:0043207	15.0	5.0
GO:0043209	4.0	1.0
GO:0043226	315.0	64.0
GO:0043227	220.0	60.0
GO:0043228	139.0	13.0
GO:0043229	310.0	61.0
GO:0043230	10.0	6.0
GO:0043231	214.0	57.0
GO:0043232	139.0	13.0
GO:0043233	19.0	2.0
GO:0043234	153.0	20.0
GO:0043235	8.0	1.0
GO:0043236	1.0	0.0
GO:0043237	1.0	0.0
GO:0043241	3.0	0.0
GO:0043242	1.0	0.0
GO:0043244	4.0	0.0
GO:0043248	2.0	0.0
GO:0043254	6.0	3.0
GO:0043255	2.0	1.0
GO:0043266	4.0	2.0
GO:0043267	3.0	1.0
GO:0043269	6.0	2.0
GO:0043270	4.0	1.0
GO:0043271	3.0	1.0
GO:0043280	5.0	0.0
GO:0043281	12.0	1.0
GO:0043292	2.0	0.0
GO:0043299	3.0	1.0
GO:0043312	3.0	1.0
GO:0043327	1.0	0.0
GO:0043393	2.0	0.0
GO:0043403	2.0	1.0
GO:0043405	7.0	1.0
GO:0043406	2.0	0.0
GO:0043407	3.0	1.0
GO:0043408	14.0	1.0
GO:0043409	8.0	1.0
GO:0043410	2.0	0.0
GO:0043412	69.0	23.0
GO:0043413	5.0	3.0
GO:0043414	7.0	1.0
GO:0043418	2.0	0.0
GO:0043433	2.0	0.0
GO:0043434	7.0	0.0
GO:0043436	115.0	12.0
GO:0043455	2.0	0.0
GO:0043456	1.0	0.0
GO:0043457	3.0	0.0
GO:0043462	2.0	1.0
GO:0043467	4.0	0.0
GO:0043470	2.0	0.0
GO:0043471	2.0	0.0
GO:0043473	2.0	1.0
GO:0043476	1.0	1.0
GO:0043482	1.0	1.0
GO:0043484	10.0	3.0
GO:0043485	2.0	1.0
GO:0043486	2.0	0.0
GO:0043487	6.0	1.0
GO:0043488	6.0	1.0
GO:0043489	3.0	0.0
GO:0043492	9.0	2.0
GO:0043495	1.0	0.0
GO:0043496	1.0	0.0
GO:0043497	1.0	0.0
GO:0043502	1.0	0.0
GO:0043506	3.0	0.0
GO:0043507	1.0	0.0
GO:0043516	0.0	1.0
GO:0043517	0.0	1.0
GO:0043519	3.0	1.0
GO:0043520	3.0	1.0
GO:0043523	6.0	1.0
GO:0043524	3.0	0.0
GO:0043525	5.0	0.0
GO:0043527	1.0	0.0
GO:0043531	3.0	1.0
GO:0043534	0.0	1.0
GO:0043539	1.0	0.0
GO:0043542	0.0	1.0
GO:0043543	4.0	1.0
GO:0043546	1.0	0.0
GO:0043547	1.0	0.0
GO:0043548	1.0	0.0
GO:0043549	14.0	2.0
GO:0043560	1.0	0.0
GO:0043565	25.0	6.0
GO:0043566	8.0	1.0
GO:0043567	1.0	0.0
GO:0043568	1.0	0.0
GO:0043574	1.0	1.0
GO:0043578	1.0	0.0
GO:0043603	16.0	6.0
GO:0043604	7.0	1.0
GO:0043605	1.0	0.0
GO:0043621	4.0	0.0
GO:0043623	12.0	2.0
GO:0043624	3.0	0.0
GO:0043625	1.0	0.0
GO:0043628	5.0	0.0
GO:0043631	0.0	1.0
GO:0043632	14.0	5.0
GO:0043648	17.0	1.0
GO:0043649	2.0	0.0
GO:0043650	4.0	0.0
GO:0043653	1.0	0.0
GO:0043679	1.0	0.0
GO:0043683	1.0	1.0
GO:0043687	0.0	1.0
GO:0043711	2.0	1.0
GO:0043754	1.0	0.0
GO:0043772	1.0	1.0
GO:0043900	11.0	4.0
GO:0043901	5.0	2.0
GO:0043902	5.0	1.0
GO:0043903	3.0	0.0
GO:0043921	2.0	0.0
GO:0043922	2.0	0.0
GO:0043933	75.0	12.0
GO:0043934	2.0	0.0
GO:0043935	1.0	0.0
GO:0043949	1.0	0.0
GO:0043950	1.0	0.0
GO:0043954	1.0	0.0
GO:0043966	3.0	0.0
GO:0043967	2.0	0.0
GO:0043968	1.0	0.0
GO:0043981	1.0	0.0
GO:0043982	1.0	0.0
GO:0043984	1.0	0.0
GO:0043995	1.0	0.0
GO:0043996	1.0	0.0
GO:0044003	4.0	0.0
GO:0044033	0.0	1.0
GO:0044036	5.0	0.0
GO:0044038	2.0	0.0
GO:0044042	6.0	0.0
GO:0044057	7.0	1.0
GO:0044068	3.0	0.0
GO:0044073	2.0	0.0
GO:0044085	8.0	1.0
GO:0044087	17.0	3.0
GO:0044089	7.0	1.0
GO:0044092	24.0	3.0
GO:0044093	19.0	4.0
GO:0044106	3.0	1.0
GO:0044182	1.0	0.0
GO:0044183	3.0	0.0
GO:0044205	5.0	0.0
GO:0044206	1.0	1.0
GO:0044212	12.0	1.0
GO:0044213	2.0	0.0
GO:0044217	2.0	1.0
GO:0044218	2.0	1.0
GO:0044220	1.0	0.0
GO:0044232	2.0	0.0
GO:0044233	2.0	0.0
GO:0044237	480.0	84.0
GO:0044238	486.0	101.0
GO:0044242	11.0	0.0
GO:0044246	0.0	1.0
GO:0044247	5.0	0.0
GO:0044248	73.0	15.0
GO:0044249	224.0	31.0
GO:0044253	0.0	1.0
GO:0044255	43.0	7.0
GO:0044260	317.0	61.0
GO:0044262	20.0	1.0
GO:0044264	11.0	0.0
GO:0044265	26.0	7.0
GO:0044267	154.0	30.0
GO:0044270	20.0	4.0
GO:0044271	99.0	21.0
GO:0044272	11.0	2.0
GO:0044273	4.0	1.0
GO:0044275	6.0	1.0
GO:0044279	2.0	1.0
GO:0044281	154.0	15.0
GO:0044282	26.0	1.0
GO:0044283	46.0	3.0
GO:0044291	3.0	1.0
GO:0044297	8.0	0.0
GO:0044306	2.0	0.0
GO:0044309	0.0	1.0
GO:0044325	3.0	5.0
GO:0044359	1.0	0.0
GO:0044362	1.0	0.0
GO:0044380	1.0	1.0
GO:0044387	1.0	0.0
GO:0044389	10.0	0.0
GO:0044390	2.0	0.0
GO:0044391	32.0	2.0
GO:0044403	7.0	1.0
GO:0044409	1.0	0.0
GO:0044413	3.0	0.0
GO:0044414	1.0	0.0
GO:0044415	3.0	0.0
GO:0044419	11.0	2.0
GO:0044420	3.0	1.0
GO:0044421	42.0	18.0
GO:0044422	260.0	41.0
GO:0044423	1.0	0.0
GO:0044424	587.0	102.0
GO:0044425	186.0	45.0
GO:0044427	29.0	5.0
GO:0044428	98.0	11.0
GO:0044429	47.0	3.0
GO:0044430	39.0	8.0
GO:0044431	12.0	9.0
GO:0044432	30.0	5.0
GO:0044433	9.0	5.0
GO:0044434	3.0	0.0
GO:0044435	3.0	0.0
GO:0044437	10.0	3.0
GO:0044438	2.0	0.0
GO:0044439	2.0	0.0
GO:0044440	7.0	4.0
GO:0044441	2.0	1.0
GO:0044444	339.0	51.0
GO:0044445	29.0	0.0
GO:0044446	241.0	40.0
GO:0044448	3.0	3.0
GO:0044449	32.0	2.0
GO:0044450	2.0	1.0
GO:0044451	21.0	2.0
GO:0044452	1.0	0.0
GO:0044454	13.0	0.0
GO:0044455	13.0	0.0
GO:0044456	13.0	3.0
GO:0044459	53.0	10.0
GO:0044462	8.0	1.0
GO:0044463	16.0	5.0
GO:0044464	666.0	124.0
GO:0044501	1.0	0.0
GO:0044528	1.0	0.0
GO:0044530	1.0	0.0
GO:0044547	1.0	1.0
GO:0044548	1.0	0.0
GO:0044550	1.0	0.0
GO:0044559	0.0	1.0
GO:0044560	0.0	1.0
GO:0044562	0.0	1.0
GO:0044614	1.0	0.0
GO:0044615	1.0	0.0
GO:0044665	2.0	0.0
GO:0044666	2.0	0.0
GO:0044699	518.0	103.0
GO:0044700	6.0	2.0
GO:0044702	44.0	5.0
GO:0044703	5.0	1.0
GO:0044705	2.0	0.0
GO:0044706	5.0	1.0
GO:0044707	88.0	20.0
GO:0044708	12.0	2.0
GO:0044710	275.0	42.0
GO:0044711	96.0	10.0
GO:0044712	69.0	9.0
GO:0044719	2.0	0.0
GO:0044723	50.0	9.0
GO:0044724	26.0	5.0
GO:0044729	1.0	0.0
GO:0044743	2.0	0.0
GO:0044763	428.0	75.0
GO:0044764	7.0	1.0
GO:0044765	101.0	22.0
GO:0044766	1.0	0.0
GO:0044767	148.0	35.0
GO:0044769	3.0	2.0
GO:0044770	7.0	2.0
GO:0044772	6.0	2.0
GO:0044774	1.0	0.0
GO:0044776	3.0	0.0
GO:0044779	1.0	0.0
GO:0044786	1.0	0.0
GO:0044798	2.0	1.0
GO:0044801	2.0	1.0
GO:0044802	18.0	5.0
GO:0044804	1.0	0.0
GO:0044815	4.0	2.0
GO:0044822	16.0	3.0
GO:0044826	1.0	0.0
GO:0044839	3.0	2.0
GO:0044843	3.0	0.0
GO:0044877	36.0	5.0
GO:0045004	3.0	0.0
GO:0045005	4.0	0.0
GO:0045010	0.0	1.0
GO:0045017	4.0	1.0
GO:0045035	2.0	0.0
GO:0045041	1.0	0.0
GO:0045047	1.0	0.0
GO:0045055	3.0	1.0
GO:0045069	1.0	0.0
GO:0045070	1.0	0.0
GO:0045087	8.0	3.0
GO:0045088	4.0	1.0
GO:0045089	2.0	0.0
GO:0045103	2.0	0.0
GO:0045104	2.0	0.0
GO:0045109	1.0	0.0
GO:0045111	1.0	0.0
GO:0045116	3.0	0.0
GO:0045121	3.0	0.0
GO:0045132	2.0	1.0
GO:0045136	1.0	0.0
GO:0045138	1.0	0.0
GO:0045143	1.0	0.0
GO:0045145	1.0	0.0
GO:0045153	1.0	0.0
GO:0045155	1.0	0.0
GO:0045165	3.0	2.0
GO:0045168	1.0	0.0
GO:0045169	2.0	0.0
GO:0045170	1.0	0.0
GO:0045171	1.0	0.0
GO:0045172	1.0	0.0
GO:0045176	1.0	0.0
GO:0045177	6.0	0.0
GO:0045178	2.0	0.0
GO:0045179	1.0	1.0
GO:0045182	5.0	0.0
GO:0045184	28.0	10.0
GO:0045185	8.0	1.0
GO:0045187	1.0	0.0
GO:0045202	7.0	1.0
GO:0045211	9.0	3.0
GO:0045214	18.0	2.0
GO:0045216	2.0	0.0
GO:0045229	8.0	0.0
GO:0045239	4.0	0.0
GO:0045240	1.0	0.0
GO:0045244	1.0	0.0
GO:0045252	1.0	0.0
GO:0045254	1.0	0.0
GO:0045257	2.0	0.0
GO:0045259	1.0	0.0
GO:0045261	1.0	0.0
GO:0045267	1.0	0.0
GO:0045271	1.0	0.0
GO:0045275	4.0	0.0
GO:0045277	2.0	0.0
GO:0045281	2.0	0.0
GO:0045283	2.0	0.0
GO:0045296	6.0	2.0
GO:0045314	2.0	0.0
GO:0045321	4.0	1.0
GO:0045329	1.0	0.0
GO:0045333	4.0	0.0
GO:0045335	1.0	0.0
GO:0045408	1.0	0.0
GO:0045409	1.0	0.0
GO:0045444	0.0	2.0
GO:0045445	2.0	1.0
GO:0045448	2.0	0.0
GO:0045451	1.0	0.0
GO:0045454	9.0	1.0
GO:0045455	2.0	0.0
GO:0045456	2.0	0.0
GO:0045465	1.0	0.0
GO:0045467	1.0	1.0
GO:0045468	1.0	0.0
GO:0045471	2.0	0.0
GO:0045475	1.0	0.0
GO:0045476	2.0	0.0
GO:0045477	1.0	0.0
GO:0045478	1.0	0.0
GO:0045494	1.0	0.0
GO:0045495	1.0	0.0
GO:0045502	1.0	0.0
GO:0045505	1.0	0.0
GO:0045570	2.0	0.0
GO:0045571	1.0	0.0
GO:0045572	1.0	0.0
GO:0045580	2.0	0.0
GO:0045589	1.0	0.0
GO:0045595	40.0	6.0
GO:0045596	14.0	1.0
GO:0045597	14.0	2.0
GO:0045604	1.0	0.0
GO:0045610	3.0	1.0
GO:0045611	2.0	0.0
GO:0045612	1.0	1.0
GO:0045613	2.0	0.0
GO:0045614	2.0	0.0
GO:0045619	2.0	0.0
GO:0045664	13.0	1.0
GO:0045665	4.0	0.0
GO:0045666	2.0	0.0
GO:0045667	0.0	1.0
GO:0045676	1.0	0.0
GO:0045682	1.0	0.0
GO:0045704	1.0	0.0
GO:0045705	1.0	0.0
GO:0045722	1.0	0.0
GO:0045727	6.0	0.0
GO:0045732	2.0	1.0
GO:0045733	1.0	0.0
GO:0045735	0.0	1.0
GO:0045737	1.0	0.0
GO:0045738	1.0	0.0
GO:0045739	1.0	0.0
GO:0045740	1.0	0.0
GO:0045742	0.0	1.0
GO:0045744	1.0	1.0
GO:0045746	3.0	1.0
GO:0045747	3.0	0.0
GO:0045760	3.0	1.0
GO:0045763	1.0	0.0
GO:0045764	2.0	0.0
GO:0045765	1.0	1.0
GO:0045766	0.0	1.0
GO:0045776	1.0	0.0
GO:0045785	7.0	1.0
GO:0045786	13.0	1.0
GO:0045787	9.0	2.0
GO:0045792	0.0	1.0
GO:0045793	3.0	0.0
GO:0045807	1.0	1.0
GO:0045814	1.0	0.0
GO:0045819	1.0	0.0
GO:0045824	2.0	0.0
GO:0045833	2.0	0.0
GO:0045835	1.0	0.0
GO:0045836	1.0	1.0
GO:0045838	3.0	1.0
GO:0045840	2.0	0.0
GO:0045844	3.0	0.0
GO:0045851	0.0	2.0
GO:0045859	14.0	2.0
GO:0045860	4.0	1.0
GO:0045861	10.0	1.0
GO:0045862	6.0	1.0
GO:0045879	1.0	0.0
GO:0045886	1.0	0.0
GO:0045887	1.0	0.0
GO:0045892	13.0	2.0
GO:0045893	21.0	4.0
GO:0045900	1.0	0.0
GO:0045903	1.0	0.0
GO:0045910	1.0	0.0
GO:0045911	1.0	0.0
GO:0045913	2.0	0.0
GO:0045920	2.0	0.0
GO:0045924	1.0	0.0
GO:0045926	3.0	0.0
GO:0045927	6.0	0.0
GO:0045930	7.0	1.0
GO:0045931	5.0	1.0
GO:0045933	3.0	0.0
GO:0045934	19.0	2.0
GO:0045935	31.0	5.0
GO:0045936	13.0	1.0
GO:0045937	6.0	3.0
GO:0045938	1.0	0.0
GO:0045939	2.0	0.0
GO:0045944	12.0	2.0
GO:0045947	1.0	0.0
GO:0045948	1.0	0.0
GO:0045955	2.0	0.0
GO:0045977	0.0	1.0
GO:0045989	3.0	0.0
GO:0045995	3.0	3.0
GO:0046034	5.0	1.0
GO:0046036	1.0	0.0
GO:0046037	1.0	0.0
GO:0046039	2.0	0.0
GO:0046044	0.0	1.0
GO:0046049	6.0	1.0
GO:0046051	1.0	0.0
GO:0046078	1.0	0.0
GO:0046080	1.0	0.0
GO:0046085	1.0	0.0
GO:0046108	1.0	0.0
GO:0046110	1.0	0.0
GO:0046112	4.0	0.0
GO:0046113	2.0	0.0
GO:0046116	1.0	0.0
GO:0046128	20.0	1.0
GO:0046129	16.0	1.0
GO:0046130	2.0	0.0
GO:0046131	7.0	1.0
GO:0046132	7.0	1.0
GO:0046133	1.0	0.0
GO:0046134	7.0	1.0
GO:0046135	1.0	0.0
GO:0046149	1.0	0.0
GO:0046164	2.0	0.0
GO:0046165	3.0	0.0
GO:0046174	1.0	0.0
GO:0046208	1.0	0.0
GO:0046218	0.0	1.0
GO:0046328	7.0	0.0
GO:0046329	2.0	0.0
GO:0046330	1.0	0.0
GO:0046331	1.0	0.0
GO:0046332	0.0	1.0
GO:0046337	1.0	0.0
GO:0046341	1.0	0.0
GO:0046349	1.0	0.0
GO:0046351	3.0	0.0
GO:0046352	0.0	1.0
GO:0046355	2.0	0.0
GO:0046364	7.0	0.0
GO:0046365	0.0	1.0
GO:0046378	2.0	0.0
GO:0046385	1.0	1.0
GO:0046390	21.0	3.0
GO:0046394	37.0	3.0
GO:0046395	23.0	1.0
GO:0046398	2.0	0.0
GO:0046401	3.0	0.0
GO:0046415	1.0	0.0
GO:0046429	1.0	0.0
GO:0046434	3.0	0.0
GO:0046440	1.0	0.0
GO:0046451	4.0	0.0
GO:0046456	0.0	2.0
GO:0046457	0.0	2.0
GO:0046466	4.0	0.0
GO:0046467	3.0	0.0
GO:0046471	2.0	0.0
GO:0046473	0.0	1.0
GO:0046474	4.0	1.0
GO:0046477	2.0	0.0
GO:0046479	2.0	0.0
GO:0046483	218.0	37.0
GO:0046486	5.0	3.0
GO:0046487	5.0	0.0
GO:0046488	1.0	1.0
GO:0046490	2.0	0.0
GO:0046493	1.0	0.0
GO:0046496	1.0	0.0
GO:0046498	2.0	0.0
GO:0046500	1.0	0.0
GO:0046501	1.0	0.0
GO:0046513	1.0	0.0
GO:0046514	2.0	0.0
GO:0046524	1.0	0.0
GO:0046527	3.0	0.0
GO:0046530	2.0	1.0
GO:0046532	3.0	0.0
GO:0046538	1.0	0.0
GO:0046552	3.0	0.0
GO:0046578	5.0	0.0
GO:0046580	1.0	0.0
GO:0046592	1.0	0.0
GO:0046620	5.0	0.0
GO:0046621	1.0	0.0
GO:0046622	4.0	0.0
GO:0046624	1.0	0.0
GO:0046625	1.0	0.0
GO:0046626	1.0	0.0
GO:0046627	1.0	0.0
GO:0046649	2.0	0.0
GO:0046651	2.0	0.0
GO:0046653	2.0	0.0
GO:0046655	2.0	0.0
GO:0046658	2.0	0.0
GO:0046666	2.0	1.0
GO:0046667	1.0	1.0
GO:0046668	2.0	0.0
GO:0046669	2.0	0.0
GO:0046671	2.0	0.0
GO:0046673	2.0	0.0
GO:0046676	2.0	0.0
GO:0046677	1.0	1.0
GO:0046683	3.0	0.0
GO:0046685	0.0	1.0
GO:0046686	1.0	0.0
GO:0046689	1.0	0.0
GO:0046692	3.0	1.0
GO:0046693	1.0	1.0
GO:0046700	21.0	3.0
GO:0046717	2.0	0.0
GO:0046718	1.0	0.0
GO:0046777	5.0	1.0
GO:0046782	2.0	0.0
GO:0046784	1.0	0.0
GO:0046794	1.0	0.0
GO:0046822	1.0	1.0
GO:0046823	1.0	0.0
GO:0046825	1.0	0.0
GO:0046826	1.0	0.0
GO:0046834	0.0	1.0
GO:0046845	0.0	1.0
GO:0046854	0.0	1.0
GO:0046872	244.0	48.0
GO:0046873	10.0	1.0
GO:0046883	3.0	1.0
GO:0046885	2.0	0.0
GO:0046887	1.0	1.0
GO:0046888	2.0	0.0
GO:0046890	2.0	0.0
GO:0046902	3.0	0.0
GO:0046903	8.0	2.0
GO:0046906	16.0	3.0
GO:0046907	35.0	7.0
GO:0046912	2.0	0.0
GO:0046914	41.0	18.0
GO:0046916	1.0	3.0
GO:0046920	0.0	2.0
GO:0046930	3.0	0.0
GO:0046931	2.0	0.0
GO:0046933	2.0	0.0
GO:0046939	0.0	1.0
GO:0046942	9.0	1.0
GO:0046943	5.0	0.0
GO:0046949	3.0	0.0
GO:0046958	1.0	0.0
GO:0046959	1.0	0.0
GO:0046961	2.0	2.0
GO:0046972	1.0	0.0
GO:0046975	1.0	0.0
GO:0046982	9.0	2.0
GO:0046983	32.0	5.0
GO:0046999	0.0	1.0
GO:0047015	1.0	0.0
GO:0047134	1.0	0.0
GO:0047150	0.0	1.0
GO:0047179	1.0	0.0
GO:0047267	1.0	0.0
GO:0047334	3.0	0.0
GO:0047372	1.0	0.0
GO:0047429	1.0	0.0
GO:0047465	1.0	0.0
GO:0047484	1.0	0.0
GO:0047635	1.0	0.0
GO:0047661	1.0	0.0
GO:0047676	1.0	0.0
GO:0047714	1.0	0.0
GO:0047746	1.0	0.0
GO:0048002	1.0	1.0
GO:0048008	1.0	0.0
GO:0048015	1.0	0.0
GO:0048017	1.0	1.0
GO:0048024	10.0	3.0
GO:0048025	2.0	0.0
GO:0048026	1.0	0.0
GO:0048027	1.0	0.0
GO:0048029	1.0	0.0
GO:0048037	33.0	4.0
GO:0048038	2.0	0.0
GO:0048039	1.0	0.0
GO:0048046	1.0	0.0
GO:0048050	1.0	0.0
GO:0048070	1.0	0.0
GO:0048087	1.0	0.0
GO:0048100	1.0	0.0
GO:0048102	1.0	0.0
GO:0048103	0.0	1.0
GO:0048132	1.0	0.0
GO:0048134	2.0	0.0
GO:0048135	1.0	0.0
GO:0048137	2.0	1.0
GO:0048138	1.0	0.0
GO:0048139	1.0	0.0
GO:0048142	2.0	0.0
GO:0048145	1.0	0.0
GO:0048147	1.0	0.0
GO:0048149	1.0	1.0
GO:0048167	5.0	1.0
GO:0048168	2.0	1.0
GO:0048169	1.0	0.0
GO:0048172	1.0	0.0
GO:0048188	1.0	0.0
GO:0048190	1.0	0.0
GO:0048193	6.0	3.0
GO:0048208	1.0	2.0
GO:0048232	13.0	1.0
GO:0048240	1.0	0.0
GO:0048244	1.0	0.0
GO:0048255	3.0	0.0
GO:0048259	1.0	1.0
GO:0048260	1.0	1.0
GO:0048278	1.0	0.0
GO:0048280	1.0	0.0
GO:0048284	2.0	2.0
GO:0048285	7.0	1.0
GO:0048311	1.0	0.0
GO:0048312	1.0	0.0
GO:0048315	1.0	0.0
GO:0048365	1.0	0.0
GO:0048403	2.0	0.0
GO:0048406	2.0	0.0
GO:0048438	1.0	0.0
GO:0048467	1.0	0.0
GO:0048468	23.0	6.0
GO:0048469	5.0	0.0
GO:0048471	10.0	2.0
GO:0048477	7.0	1.0
GO:0048487	1.0	0.0
GO:0048488	2.0	0.0
GO:0048489	2.0	1.0
GO:0048511	6.0	3.0
GO:0048512	1.0	0.0
GO:0048513	49.0	5.0
GO:0048514	3.0	0.0
GO:0048515	1.0	0.0
GO:0048518	108.0	23.0
GO:0048519	101.0	21.0
GO:0048520	3.0	0.0
GO:0048522	94.0	19.0
GO:0048523	95.0	16.0
GO:0048524	1.0	0.0
GO:0048525	2.0	0.0
GO:0048534	4.0	1.0
GO:0048535	0.0	1.0
GO:0048536	0.0	1.0
GO:0048545	11.0	1.0
GO:0048546	2.0	1.0
GO:0048551	1.0	0.0
GO:0048563	3.0	1.0
GO:0048565	5.0	0.0
GO:0048568	6.0	0.0
GO:0048569	2.0	0.0
GO:0048580	4.0	0.0
GO:0048581	2.0	0.0
GO:0048583	70.0	23.0
GO:0048584	30.0	7.0
GO:0048585	29.0	12.0
GO:0048588	1.0	0.0
GO:0048589	9.0	2.0
GO:0048592	3.0	0.0
GO:0048597	1.0	0.0
GO:0048598	12.0	2.0
GO:0048599	1.0	0.0
GO:0048608	9.0	0.0
GO:0048609	28.0	3.0
GO:0048634	3.0	2.0
GO:0048636	3.0	0.0
GO:0048638	8.0	0.0
GO:0048639	5.0	0.0
GO:0048640	1.0	0.0
GO:0048641	0.0	2.0
GO:0048646	32.0	7.0
GO:0048663	3.0	0.0
GO:0048666	3.0	1.0
GO:0048678	2.0	0.0
GO:0048679	2.0	0.0
GO:0048699	1.0	0.0
GO:0048708	1.0	0.0
GO:0048729	16.0	3.0
GO:0048731	15.0	3.0
GO:0048732	6.0	0.0
GO:0048736	1.0	0.0
GO:0048738	1.0	0.0
GO:0048739	1.0	0.0
GO:0048741	0.0	1.0
GO:0048747	1.0	1.0
GO:0048749	3.0	0.0
GO:0048753	1.0	0.0
GO:0048754	4.0	1.0
GO:0048757	1.0	1.0
GO:0048769	1.0	0.0
GO:0048770	3.0	1.0
GO:0048771	3.0	0.0
GO:0048786	1.0	0.0
GO:0048790	1.0	0.0
GO:0048800	3.0	0.0
GO:0048803	1.0	0.0
GO:0048805	1.0	0.0
GO:0048806	3.0	0.0
GO:0048808	1.0	0.0
GO:0048812	6.0	1.0
GO:0048813	2.0	1.0
GO:0048814	1.0	0.0
GO:0048844	3.0	0.0
GO:0048856	100.0	23.0
GO:0048857	1.0	0.0
GO:0048858	9.0	1.0
GO:0048863	3.0	0.0
GO:0048864	0.0	2.0
GO:0048865	0.0	1.0
GO:0048869	68.0	15.0
GO:0048870	18.0	7.0
GO:0048871	0.0	1.0
GO:0048872	2.0	1.0
GO:0048873	1.0	0.0
GO:0048878	18.0	8.0
GO:0050000	1.0	0.0
GO:0050044	0.0	1.0
GO:0050049	2.0	0.0
GO:0050113	1.0	0.0
GO:0050136	1.0	0.0
GO:0050183	3.0	0.0
GO:0050308	1.0	0.0
GO:0050321	0.0	1.0
GO:0050427	2.0	0.0
GO:0050428	1.0	0.0
GO:0050482	2.0	0.0
GO:0050560	1.0	0.0
GO:0050567	2.0	0.0
GO:0050657	9.0	0.0
GO:0050658	9.0	0.0
GO:0050660	9.0	1.0
GO:0050661	4.0	2.0
GO:0050662	23.0	3.0
GO:0050667	3.0	0.0
GO:0050673	1.0	1.0
GO:0050678	2.0	1.0
GO:0050680	1.0	0.0
GO:0050681	0.0	1.0
GO:0050684	14.0	3.0
GO:0050685	1.0	0.0
GO:0050686	6.0	0.0
GO:0050687	3.0	1.0
GO:0050688	4.0	2.0
GO:0050690	1.0	0.0
GO:0050699	2.0	0.0
GO:0050708	4.0	0.0
GO:0050709	2.0	0.0
GO:0050714	2.0	0.0
GO:0050727	2.0	2.0
GO:0050728	1.0	1.0
GO:0050729	0.0	1.0
GO:0050730	1.0	0.0
GO:0050731	1.0	0.0
GO:0050767	17.0	1.0
GO:0050768	5.0	0.0
GO:0050769	6.0	0.0
GO:0050770	1.0	0.0
GO:0050773	2.0	1.0
GO:0050774	1.0	0.0
GO:0050776	12.0	2.0
GO:0050777	2.0	1.0
GO:0050778	10.0	0.0
GO:0050779	1.0	0.0
GO:0050789	262.0	69.0
GO:0050790	37.0	6.0
GO:0050792	3.0	0.0
GO:0050793	64.0	13.0
GO:0050794	248.0	65.0
GO:0050795	4.0	0.0
GO:0050796	3.0	0.0
GO:0050801	12.0	8.0
GO:0050802	1.0	0.0
GO:0050803	1.0	0.0
